# TAG_PARAM_ALIGNMENT_AUDIT.csv — v1.0 | Generated 2026-06-08
# Cross-reference: all parameters in STING_TAG_CONFIG_v5_0_*.csv vs MR_PARAMETERS / PARAMETER_CATEGORIES / FAMILY_PARAMETER_BINDINGS / FORMULAS
# Status: OK = all checks pass | WARN = missing from FPB only | ERROR = critical mismatch
ParameterName,Group,DataType_TagCSV,Default_TagCSV,In_MR_PARAMETERS,MR_GUID,MR_DataType,MR_Group,In_PARAMETER_CATEGORIES,In_FAMILY_PARAMETER_BINDINGS,In_FORMULAS,In_Files,In_Catalog_Files,In_Data_Files,Status,Issues
ELC_CKT_PHASE_COUNT_NR,,,,Y,9a3d204e-5cc8-5e7a-8199-174d407c0210,TEXT,ELC_PWR,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_CONN_TYPE_TXT,,,,Y,5f76851e-27eb-43b4-b026-d3cd7c408814,TEXT,ELC_PWR,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_CTR_FILL_PCT,,,,Y,0e7a96cb-9218-4e4c-a1d8-15c110902e94,TEXT,ELC_PWR,Y,Y,Y,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_CTR_MAT_TXT,,,,Y,e9384354-be81-4930-8dbf-c4a790cb7944,TEXT,ELC_PWR,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_CTR_SZ_TXT,,,,Y,e07efc49-554a-48c1-ba03-ffd28b8abca6,TEXT,ELC_PWR,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_CTR_TAG_01_TXT,,,,Y,aed9d3de-71ff-4a73-aba3-5bbd16af7526,TEXT,ELC_PWR,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_CTR_WIDTH_MM,,,,Y,d1f2feb5-c03b-44df-8b3d-41adf0720aa7,TEXT,ELC_PWR,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_DIV_FCT_NR,,,,Y,f7aed743-08cc-5147-ae86-f7049c7b7f39,TEXT,ELC_PWR,Y,Y,Y,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_EQP_TAG_01_TXT,,,,Y,d9441c7a-025c-4034-a7da-dc960df4a57c,TEXT,ELC_PWR,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_EQP_TAG_02_TXT,,,,Y,64805f01-8548-44c5-8091-ffcf04d35d7d,TEXT,ELC_PWR,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_FACTORY_QR_TXT,,,,Y,a4257dba-e2fb-5890-96f8-80a14ad0d8c2,TEXT,ELC_PWR,N,N,N,MEP,,MEP,OK,
ELC_FAT_CERT_REF_TXT,,,,Y,37ac83fc-80c9-5a43-a03b-6365d5424731,TEXT,ELC_PWR,N,N,N,MEP,,MEP,OK,
ELC_IP_RATING_TXT,,,,Y,4529878a-ddd0-5dd1-8c12-caad8b5bd8ed,TEXT,ELC_PWR,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_LPS_AIRTERM_TAG_TXT,,,,Y,e1c5f9d4-1001-5111-9111-100000000001,TEXT,ELC_PWR,N,N,N,ARCH|ARCH_DC|MEP|MEP_DC,,ARCH|ARCH_DC|MEP|MEP_DC,OK,
ELC_LPS_AIR_TERMINAL_COUNT_NR,,,,Y,36889f59-a8ba-55c8-8777-6ba332b39bff,TEXT,ELC_PWR,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_LPS_BOND_TAG_TXT,,,,Y,e1c5f9d4-1004-5111-9111-100000000004,TEXT,ELC_PWR,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_LPS_BOND_TYPE_TXT,,,,Y,1cb4c3d3-8c12-5be3-9eeb-4072b4be3240,TEXT,ELC_PWR,N,N,N,ARCH|ARCH_DC|MEP|MEP_DC|STR|STR_DC,,ARCH|ARCH_DC|MEP|MEP_DC|STR|STR_DC,OK,
ELC_LPS_CERT_REF_TXT,,,,Y,0a8dbcfb-6f73-5c8c-94eb-b72606feae87,TEXT,ELC_PWR,N,N,N,MEP|MEP_DC|STR|STR_DC,,MEP|MEP_DC|STR|STR_DC,OK,
ELC_LPS_CLASS_TXT,,,,Y,081c2e86-3af9-5658-8a26-63da9c1eccc2,TEXT,ELC_PWR,N,N,N,ARCH|ARCH_DC|GEN|GEN_DC|MEP|MEP_DC|STR|STR_DC,,ARCH|ARCH_DC|GEN|GEN_DC|MEP|MEP_DC|STR|STR_DC,OK,
ELC_LPS_COMPLIANCE_STATUS_TXT,,,,Y,b1c4e8d3-7f5a-5d2c-9e6b-3a4f5c8d2b1e,TEXT,ELC_PWR,N,N,N,GEN|GEN_DC|MEP|MEP_DC,,GEN|GEN_DC|MEP|MEP_DC,OK,
ELC_LPS_CONDUCTOR_CROSS_SECT_MM2,,,,Y,423133ca-7535-521d-9c37-65ec7ae68166,TEXT,ELC_PWR,N,N,N,ARCH|ARCH_DC|MEP|MEP_DC,,ARCH|ARCH_DC|MEP|MEP_DC,OK,
ELC_LPS_CONDUCTOR_MATERIAL_TXT,,,,Y,c2d5f9e4-8a6b-5e3d-a07c-4b5d6e9c3f2a,TEXT,ELC_PWR,N,N,N,ARCH|ARCH_DC|MEP|MEP_DC,,ARCH|ARCH_DC|MEP|MEP_DC,OK,
ELC_LPS_DOWNCOND_TAG_TXT,,,,Y,e1c5f9d4-1002-5111-9111-100000000002,TEXT,ELC_PWR,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_LPS_DOWN_CONDUCTOR_COUNT_NR,,,,Y,157527ba-17a8-5014-b6c5-f70273ccd5f5,TEXT,ELC_PWR,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_LPS_EARTH_ELECTRODE_COUNT_NR,,,,Y,d02bca9d-9159-5477-8488-48f9076841fa,TEXT,ELC_PWR,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_LPS_EARTH_RESISTANCE_OHM,,,,Y,80da349f-708b-5165-bb2e-f369dec80e4b,TEXT,ELC_PWR,N,N,N,MEP|MEP_DC|STR|STR_DC,,MEP|MEP_DC|STR|STR_DC,OK,
ELC_LPS_EARTH_TAG_TXT,,,,Y,e1c5f9d4-1003-5111-9111-100000000003,TEXT,ELC_PWR,N,N,N,MEP|MEP_DC|STR|STR_DC,,MEP|MEP_DC|STR|STR_DC,OK,
ELC_LPS_EARTH_TYPE_TXT,,,,Y,3703245d-a866-5e05-8737-72babfbb85a4,TEXT,ELC_PWR,N,N,N,MEP|MEP_DC|STR|STR_DC,,MEP|MEP_DC|STR|STR_DC,OK,
ELC_LPS_INSPECTION_INTERVAL_MONTHS,,,,Y,5339fe4f-caa3-5edc-99b1-53c0defd4ad8,TEXT,ELC_PWR,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_LPS_MESH_SIZE_M,,,,Y,d6a9566f-eda9-5e6d-9dcf-fd14440c395b,TEXT,ELC_PWR,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_LPS_PROJECT_NG_OVERRIDE_NR_DISP_TXT,,,,Y,b6b94a07-509f-5c45-9660-eb1198a2db47,TEXT,ELC_PWR,N,N,Y,MEP_DC,,MEP_DC,OK,
ELC_LPS_PROTECTION_ANGLE_DEG,,,,Y,0063477e-cda5-58a3-a802-061838e57a47,TEXT,ELC_PWR,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_LPS_RISK_ASSESSMENT_TXT,,,,Y,330d6fb5-2891-5a28-8ec6-e04618c9d1e4,TEXT,ELC_PWR,N,N,N,ARCH|ARCH_DC|MEP|MEP_DC,,ARCH|ARCH_DC|MEP|MEP_DC,OK,
ELC_LPS_ROLLING_SPHERE_RADIUS_M,,,,Y,c4eeed34-608c-56a5-b97f-7c899d76f208,TEXT,ELC_PWR,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_LPS_SEPARATION_DISTANCE_MM,,,,Y,441346ff-828f-5298-9fbb-96f27feb22ef,TEXT,ELC_PWR,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_LPS_SPD_TAG_TXT,,,,Y,e1c5f9d4-1005-5111-9111-100000000005,TEXT,ELC_PWR,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_LPS_SURGE_PROTECTION_LVL_TXT,,,,Y,c1605d30-bdcb-560e-9d97-bae3303a078e,TEXT,ELC_PWR,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_LPS_TESTCLAMP_TAG_TXT,,,,Y,e1c5f9d4-1006-5111-9111-100000000006,TEXT,ELC_PWR,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_LPS_TEST_DATE_TXT,,,,Y,d654df13-0913-5e8f-8dfe-98b3971beb86,TEXT,ELC_PWR,N,N,N,MEP|MEP_DC|STR|STR_DC,,MEP|MEP_DC|STR|STR_DC,OK,
ELC_LPS_ZONE_TXT,,,,Y,a01025f4-6155-524e-8514-72507f5e04ef,TEXT,ELC_PWR,N,N,N,ARCH|ARCH_DC|GEN|GEN_DC|MEP|MEP_DC,,ARCH|ARCH_DC|GEN|GEN_DC|MEP|MEP_DC,OK,
ELC_PANEL_SCHEDULE_REF_TXT,,,,Y,b04373ec-3a97-5c0e-a13b-b72450d52eff,TEXT,ELC_PWR,N,N,N,MEP,,MEP,OK,
ELC_PNL_CONNECTED_LOAD_KW,,,,Y,9df4b41b-3c97-5bbd-bce8-4e3ff9c5e0dc,TEXT,ELC_PWR,Y,Y,Y,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_PNL_DESIGNATION_NAME_TXT,,,,Y,ea6fc977-0678-5a5c-b1b5-a19e9f3e17e0,TEXT,ELC_PWR,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_PNL_FED_FROM_PNL_TXT,,,,Y,1a340249-26d2-55ff-b3fe-63d245e170df,TEXT,ELC_PWR,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_PNL_IP_RATING_TXT,,,,Y,82a4b44c-5d41-5e8f-b9e8-58384cba5158,TEXT,ELC_PWR,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_PNL_MAIN_BRK_A,,,,Y,ec3c2a37-6a06-5794-a048-e405c362a8a4,TEXT,ELC_PWR,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_PNL_NUM_OF_WAYS_NR,,,,Y,7f871de1-9153-549f-a19f-290683618f46,TEXT,ELC_PWR,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_PNL_PHS_COUNT_NR,,,,Y,febd6223-1632-599f-991b-cbeb3b8fd979,TEXT,ELC_PWR,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_PNL_RATED_KW,,,,Y,ce012518-4b1d-5cfd-b57d-fbfa5d9e2a23,TEXT,ELC_PWR,Y,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_PNL_SHORT_CIRCUIT_KA,,,,Y,a372001a-40f2-5db4-817a-d18d8e701774,TEXT,ELC_PWR,N,N,Y,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_PNL_SPARE_WAYS_NR,,,,Y,6988649a-80e1-5cd5-b6de-52206c4d526d,TEXT,ELC_PWR,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_PNL_VLT_V,,,,Y,1080edf4-7df6-5705-9515-0fb674933c1b,TEXT,ELC_PWR,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_PWR_KW,,,,Y,1090274a-74b8-5ac4-8eaf-4f36c4b6cb55,TEXT,ELC_PWR,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_SPARE_WAYS_NR,,,,Y,8ff6b7e5-8ec9-58ab-8d92-52d2f189afb6,TEXT,ELC_PWR,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_TAG_7_PARA_CIRCUIT_TXT,,,,Y,2f21931c-6b91-50e6-856d-dc2b138c965a,TEXT,ELC_PWR,Y,N,Y,GEN|GEN_DC|MEP|MEP_DC,,GEN|GEN_DC|MEP|MEP_DC,OK,
ELC_TAG_7_PARA_COMM_TXT,,,,Y,e0d7b65b-2999-41ac-969b-27bf8db00ee4,TEXT,ELC_PWR,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_TAG_7_PARA_CONDUIT_TXT,,,,Y,e035389f-58b4-567e-a820-0d674ee6c2b8,TEXT,ELC_PWR,Y,N,Y,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_TAG_7_PARA_ELC_CONNECTORS_TXT,,,,Y,cf72798b-2ef1-5f50-85cf-314a29ea967d,TEXT,ELC_PWR,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_TAG_7_PARA_PANEL_TXT,,,,Y,3f4684f4-9274-5275-993a-85c7b190fcac,TEXT,ELC_PWR,Y,N,Y,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_TAG_7_PARA_TIEIN_TXT,,,,Y,e97f6a5b-3275-4f24-845c-bc4ff8b53362,TEXT,ELC_PWR,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_TAG_7_PARA_TRAY_TXT,,,,Y,a0837add-84a6-525b-9339-02d5d01105d6,TEXT,ELC_PWR,Y,N,Y,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_VLT_DROP_PCT,,,,Y,cf27a6c4-4056-543b-876f-ca8747265b83,TEXT,ELC_PWR,Y,Y,Y,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_VLT_PRIMARY_RATING_V,,,,Y,af785641-08c5-5f2b-91b9-40ea678f25c5,TEXT,ELC_PWR,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_VOLTAGE_V,,,,Y,ff29a613-abb3-45ef-9577-2f311b14074d,TEXT,ELC_PWR,N,N,N,GEN|GEN_DC|MEP|MEP_DC,,GEN|GEN_DC|MEP|MEP_DC,OK,
ELC_WIRE_SIZE_TXT,,,,Y,bbfae061-d579-4366-a12e-4de7af3f28a0,TEXT,ELC_PWR,N,N,N,GEN|GEN_DC,,GEN|GEN_DC,OK,
FAB_CONTAINMENT_D_MM,,,,Y,8d26bec0-d074-4fc4-8ea7-61e3d9f10eaa,TEXT,BLE_STRUCTURE,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
FAB_CONTAINMENT_W_MM,,,,Y,e5c2dc93-3bf6-4772-b17d-96ef3512a3dc,TEXT,BLE_STRUCTURE,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
FAB_DCT_H_MM,,,,Y,5213af5a-5728-4d16-8d56-725ab847577e,TEXT,BLE_STRUCTURE,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
FAB_DCT_W_MM,,,,Y,8bb2e103-2f25-46d2-b5da-de0072df333e,TEXT,BLE_STRUCTURE,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
FAB_HANGER_LOAD_KN,,,,Y,ad1f93ef-02a5-4a39-97db-0b477231b368,TEXT,BLE_STRUCTURE,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
FAB_HANGER_TYPE_TXT,,,,Y,04329cfe-6b30-469f-adf4-79e69614670f,TEXT,BLE_STRUCTURE,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
FAB_PIPE_DN_MM,,,,Y,cd573d15-fbb3-451d-a54e-73a513f065a3,TEXT,BLE_STRUCTURE,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
FAB_STIFF_TYPE_TXT,,,,Y,84a9faad-6fa0-4f23-82cf-f540c4e1bf11,TEXT,BLE_STRUCTURE,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
FLS_ALARM_CIRCUIT_COUNT_NR,,,,Y,6959bec4-be0e-5120-a4d4-3e7720195b55,TEXT,FLS_LIFE_SFTY,Y,Y,Y,MEP|MEP_DC,,MEP|MEP_DC,OK,
FLS_DETECTION_COST_UGX,,,,Y,329519d6-e473-54e3-ab24-0753b172baa9,TEXT,FLS_LIFE_SFTY,Y,Y,Y,MEP|MEP_DC,,MEP|MEP_DC,OK,
FLS_DETECTOR_COUNT_NR,,,,Y,bc024757-f274-5834-a34e-1175dc263198,TEXT,FLS_LIFE_SFTY,Y,Y,Y,MEP|MEP_DC,,MEP|MEP_DC,OK,
FLS_DEV_TAG_01_TXT,,,,Y,c611d904-3f4f-45c6-81e6-11f3cc64759d,TEXT,FLS_LIFE_SFTY,Y,Y,Y,MEP|MEP_DC,,MEP|MEP_DC,OK,
FLS_DEV_TAG_02_TXT,,,,Y,86a39b3f-6ef2-46d1-a9ab-a0620f1761ac,TEXT,FLS_LIFE_SFTY,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
FLS_EVACUATION_TIME_MIN,,,,Y,01b593ee-a8c1-5569-957e-1a30b01f2564,TEXT,FLS_LIFE_SFTY,Y,Y,Y,MEP|MEP_DC,,MEP|MEP_DC,OK,
FLS_EXIT_TRAVEL_DIST_M,,,,Y,b1db5751-dff6-5407-8243-246f754efd35,TEXT,FLS_LIFE_SFTY,Y,Y,Y,MEP|MEP_DC,,MEP|MEP_DC,OK,
FLS_PROT_CORROSION_PROT_LVL_NR,,,,Y,cd8edcd1-b76e-5f87-8528-1f9522dfcd59,TEXT,FLS_LIFE_SFTY,Y,Y,Y,MEP|MEP_DC,,MEP|MEP_DC,OK,
FLS_PROT_FLS_ESCAPE_STAIR_TXT,,,,Y,a8435ffb-cfba-5718-a929-d12f6b3322df,TEXT,FLS_LIFE_SFTY,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
FLS_PROT_FLS_RESISTANCE_MINUTES_CALC,,,,Y,1017f0fe-68c8-5d96-9e48-866fb330144d,TEXT,FLS_LIFE_SFTY,Y,Y,Y,MEP|MEP_DC,,MEP|MEP_DC,OK,
FLS_PROT_FLS_RESISTANCE_RATING_MINUTES_MIN,,,,Y,d173e059-7b9e-54ca-83fc-2bef567411cb,TEXT,FLS_LIFE_SFTY,Y,Y,Y,MEP|MEP_DC,,MEP|MEP_DC,OK,
FLS_PROT_PRODUCT_TXT,,,,Y,f1a74a80-f189-42d5-9ee4-6475a4f00026,TEXT,FLS_LIFE_SFTY,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
FLS_PROT_SPRINKLER_HED_TYPE_TXT,,,,Y,2365d6a5-e39b-5b67-8e32-82d5cf7dd88e,TEXT,FLS_LIFE_SFTY,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
FLS_SFTY_COVERAGE_AREA_SQ_M,,,,Y,60aa2cba-922e-544e-a8c6-3e7ac9d73029,TEXT,FLS_LIFE_SFTY,Y,Y,Y,MEP|MEP_DC,,MEP|MEP_DC,OK,
FLS_SFTY_DEV_ADDRESS_TXT,,,,Y,524bd6a7-15d0-5c44-9b0b-8f7ea4968d1b,TEXT,FLS_LIFE_SFTY,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
FLS_SFTY_DEV_DETECTOR_SENSITIVITY_TXT,,,,Y,746fafc7-c138-5211-8f37-cb013cf6b5af,TEXT,FLS_LIFE_SFTY,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
FLS_SFTY_DEV_LOOP_TXT,,,,Y,1b759149-ab32-5e4e-9734-09aca0bf6ec5,TEXT,FLS_LIFE_SFTY,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
FLS_SFTY_DEV_TYPE_TXT,,,,Y,c69d21f9-6d52-511a-aac3-f073392ed096,TEXT,FLS_LIFE_SFTY,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
FLS_SFTY_DEV_ZONE_TXT,,,,Y,aa4c6e64-d779-53cf-928b-86b1eada6fea,TEXT,FLS_LIFE_SFTY,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
FLS_SFTY_FLW_RATE_LPM_NR,,,,Y,d03b0afc-854c-518a-8d8e-bba3db2b2151,TEXT,FLS_LIFE_SFTY,Y,Y,Y,MEP|MEP_DC,,MEP|MEP_DC,OK,
FLS_SFTY_HEADS_OPERATING_NR,,,,Y,c00d0115-19fe-535f-84be-53a01fb132b4,TEXT,FLS_LIFE_SFTY,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
FLS_SFTY_K_FACTOR_NR,,,,Y,a1b2c3d4-e5f6-7890-abcd-1234567890a1,TEXT,FLS_LIFE_SFTY,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
FLS_SFTY_TEMP_RATING_C,,,,Y,ad7202ff-5267-5378-8286-7fa949c6b9c0,TEXT,FLS_LIFE_SFTY,Y,Y,Y,MEP|MEP_DC,,MEP|MEP_DC,OK,
FLS_TAG_7_PARA_FA_TXT,,,,Y,b4c8f661-0a7e-5763-8043-49a4647f023f,TEXT,FLS_LIFE_SFTY,Y,N,Y,MEP|MEP_DC,,MEP|MEP_DC,OK,
FLS_TAG_7_PARA_SPR_TXT,,,,Y,3b1cbb9c-d07b-5ca4-95cd-8f178d555b1c,TEXT,FLS_LIFE_SFTY,Y,N,Y,MEP|MEP_DC,,MEP|MEP_DC,OK,
FLS_TAG_7_PARA_TIEIN_TXT,,,,Y,37d0977b-71e9-4d5a-9714-35ac6a67db9f,TEXT,FLS_LIFE_SFTY,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
GEN_HEIGHT_AT_MATURITY_M,,,,Y,ec890ef1-aa4e-48e9-bc56-d4b455376616,TEXT,COM_DAT,N,N,N,GEN|GEN_DC,,GEN|GEN_DC,OK,
GEN_ROAD_TYPE_TXT,,,,Y,7e58c51d-e06a-411f-8fae-4355829da722,TEXT,COM_DAT,N,N,N,GEN|GEN_DC,,GEN|GEN_DC,OK,
GEN_SPECIES_TXT,,,,Y,a01bb366-426e-4877-b165-d715a9341c3e,TEXT,COM_DAT,N,N,N,GEN|GEN_DC,,GEN|GEN_DC,OK,
GEN_TAG_7_PARA_MISC_TXT,,,,Y,7ae861a5-8f82-4de5-9ff4-f134c9220293,TEXT,COM_DAT,N,N,N,GEN|GEN_DC,,GEN|GEN_DC,OK,
HEALTH_SCORE_LAST_NR_DISP_TXT,,,,Y,7c4f149b-46cf-50d7-9c10-8fbd2bdd80f8,TEXT,HEALTH_METRICS,N,N,Y,ARCH|GEN|MEP|STR,,ARCH|GEN|MEP|STR,OK,
HVC_AIR_CHANGES_PER_HR,,,,Y,600a0098-2b53-5ea4-8d48-5322b4dfb74c,TEXT,HVC_SYSTEMS,Y,Y,Y,MEP|MEP_DC,,MEP|MEP_DC,OK,
HVC_BMS_CONTROL_TYPE_TXT,,,,Y,140ba599-f964-5c1e-a71e-f134d2a16238,TEXT,HVC_SYSTEMS,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
HVC_CAPACITY_KW,,,,Y,397ee526-7af0-5516-a2a1-48db5a42f249,TEXT,HVC_SYSTEMS,Y,Y,N,MEP,,MEP,OK,
HVC_CAP_KW,,,,Y,9990d504-d0ac-5537-80cd-a4eb66746e51,TEXT,HVC_SYSTEMS,Y,Y,Y,MEP|MEP_DC,,MEP|MEP_DC,OK,
HVC_CAP_TR,,,,Y,993c51e7-135c-56dc-8a81-7fc9aa045ea0,TEXT,HVC_SYSTEMS,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
HVC_CONTROL_TYPE_TXT,,,,Y,34d15f62-cb02-5a6b-9cf1-825c6b98c08a,TEXT,HVC_SYSTEMS,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
HVC_DCT_FAB_METHOD_TXT,,,,Y,0cadc641-be47-4650-bd0c-6fba88a0a808,TEXT,HVC_SYSTEMS,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
HVC_DCT_FLW_CFM,,,,Y,39e255ff-7a42-5d4f-954c-960347ab434e,TEXT,HVC_SYSTEMS,Y,Y,Y,MEP|MEP_DC,,MEP|MEP_DC,OK,
HVC_DCT_HANGER_TYPE_TXT,,,,Y,96a9533f-b824-4d8a-9769-66b823ba30bb,TEXT,HVC_SYSTEMS,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
HVC_DCT_INSULATION_THK_MM_DISP_TXT,,,,Y,20cf7cbd-bedc-5889-9a10-d742250717c2,TEXT,HVC_SYSTEMS,N,N,Y,MEP|MEP_DC,,MEP|MEP_DC,OK,
HVC_DCT_MAT_TXT,,,,Y,99bb5c8a-e4b4-5f20-ba1c-ae7738effeb0,TEXT,HVC_SYSTEMS,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
HVC_DCT_PROPERTY_TXT,,,,Y,ff2cf4ab-256d-5c2b-b593-cb658cc581f7,TEXT,HVC_SYSTEMS,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
HVC_DCT_SEAM_TYPE_TXT,,,,Y,8f15df53-da96-4554-82d5-c99be9876efd,TEXT,HVC_SYSTEMS,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
HVC_DCT_SHOP_DRAWING_REQ_BOOL,,,,Y,0c43b027-7b32-4217-a435-4634b6a9c0da,TEXT,HVC_SYSTEMS,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
HVC_DCT_SUPPORTS_SPACING_MM,,,,Y,63423e60-5177-42c3-8d52-49564a913369,TEXT,HVC_SYSTEMS,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
HVC_DCT_SZ_TXT,,,,Y,5a243373-59ff-45eb-af8d-f547e17b0421,TEXT,HVC_SYSTEMS,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
HVC_DCT_TAG_01_TXT,,,,Y,9751957e-f2c7-4f9a-8f3a-dd432af861f5,TEXT,HVC_SYSTEMS,Y,Y,Y,MEP|MEP_DC,,MEP|MEP_DC,OK,
HVC_DCT_TAG_02_TXT,,,,Y,0a3ab853-91c0-4e01-9c93-68c7fb333a85,TEXT,HVC_SYSTEMS,Y,Y,Y,MEP|MEP_DC,,MEP|MEP_DC,OK,
HVC_DCT_TAG_03_TXT,,,,Y,7ed52b35-4486-428d-b7ee-8f01c0140763,TEXT,HVC_SYSTEMS,Y,Y,Y,MEP|MEP_DC,,MEP|MEP_DC,OK,
HVC_DCT_TERMINAL_SZ_TXT,,,,Y,081b8c41-91a0-552e-912a-6bd5b3404fc8,TEXT,HVC_SYSTEMS,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
HVC_DCT_TERMINAL_TYPE_SD_RG_EG_VAV_TXT,,,,Y,6f7c7807-9c3e-5c4d-ba16-8a4f12d2f51b,TEXT,HVC_SYSTEMS,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
HVC_DUCT_AREA_SQ_M,,,,Y,4ca049cb-8e14-5c8d-bc00-7b5a3c3e9dbb,TEXT,HVC_SYSTEMS,Y,Y,Y,MEP|MEP_DC,,MEP|MEP_DC,OK,
HVC_DUCT_CLASS_TXT,,,,Y,a767df19-9d03-51fd-a59b-81dc2037dd94,TEXT,HVC_SYSTEMS,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
HVC_DUCT_FLOWRATE_M3H,,,,Y,4715ba3e-adf9-526d-b7d8-e8fa5d529097,TEXT,HVC_SYSTEMS,Y,Y,Y,MEP|MEP_DC,,MEP|MEP_DC,OK,
