# v5.0 | 20260315 | BIM Template parameter_categories
Parameter Name,Schedule Display Name,Data Type,Type/Instance,Categories,Group,GUID,Description
CST_UNIT_PRICE_FASTENER_UGX,Unit Price Fastener UGX,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,90e38244-96bb-48ec-aa10-6c9a6b23aa9c,Unit price per fastener in UGX [ISO 19650-3:2020]
CST_UNIT_PRICE_GROUT_UGX,Unit Price Grout UGX,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,ae3fc1d4-ae94-4b3f-9101-1b1411c42eed,Unit price per kilogram grout in UGX [ISO 19650-3:2020]
CST_UNIT_PRICE_PAINT_UGX,Unit Price Paint UGX,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,8aa51fc1-275b-4c90-ace5-7eec66e8d25d,Unit price per liter paint in UGX [ISO 19650-3:2020]
CST_UNIT_PRICE_PRIMER_UGX,Unit Price Primer UGX,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,3e752ab7-7a0f-4564-8931-c2fc456343cf,Unit price per liter primer in UGX [ISO 19650-3:2020]
CST_UNIT_PRICE_SAND_UGX,Unit Price Sand UGX,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,d5f55c06-5782-43c1-b8d6-47ac44a03f29,Unit price per cubic meter sand in UGX [ISO 19650-3:2020]
CST_UNIT_PRICE_SHEET_UGX,Unit Price Sheet UGX,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,2bdebe83-56ba-4e77-a27a-8179f7ad01c4,Unit price per roofing sheet in UGX [ISO 19650-3:2020]
CST_UNIT_PRICE_STEEL_UGX,Unit Price Steel UGX,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,e483e6e5-e131-4f4f-a898-b44f18e65546,Unit price per kilogram steel in UGX [ISO 19650-3:2020]
CST_UNIT_PRICE_TILE_UGX,Unit Price Tile UGX,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,828e0bf9-51f1-480b-a718-6803671975eb,Unit price per square meter tile in UGX [ISO 19650-3:2020]
BLE_APP-BACKGROUND_PATTERN,Appearance: Background Pattern,TEXT,Instance,Materials,CST_PROC,de4facff-b835-5fbb-97df-c90a46817e6d,Ble App-background Pattern [ISO 19650-1:2018]
BLE_APP-COLOR,Appearance: Color,TEXT,Instance,Materials,CST_PROC,4d711271-3fea-5c1d-9f60-140130758df9,Ble App-color [ISO 19650-1:2018]
BLE_APP-COMMENTS,Appearance: Comments,TEXT,Instance,Materials,CST_PROC,bd0d1e72-19e3-5e7c-b27b-b56f2dc5d1e9,Ble App-comments [ISO 19650-1:2018]
BLE_APP-CUT-BG-COLOR,Appearance: Cut Background Color,TEXT,Instance,Materials,CST_PROC,27a62c46-4ab1-56d4-8474-b090cf7406df,Ble App-cut-bg-color [ISO 19650-1:2018]
BLE_APP-CUT-BG-PATTERN,Appearance: Cut Background Pattern,TEXT,Instance,Materials,CST_PROC,263205ab-ecb0-5c04-b72e-a061a597fd61,Ble App-cut-bg-pattern [ISO 19650-1:2018]
BLE_APP-CUT-FG-COLOR,Appearance: Cut Foreground Color,TEXT,Instance,Materials,CST_PROC,4674e698-222c-5233-9a41-e24c034d9ee2,Ble App-cut-fg-color [ISO 19650-1:2018]
BLE_APP-CUT-FG-PATTERN,Appearance: Cut Foreground Pattern,TEXT,Instance,Materials,CST_PROC,aea63902-5e4f-5022-bf17-e9f8c87ca01f,Ble App-cut-fg-pattern [ISO 19650-1:2018]
BLE_APP-CUT_PATTERN,Cut Pattern,TEXT,Instance,Materials,CST_PROC,af228161-0fa7-5d33-8e17-dae0514484d5,Ble App-cut Pattern [ISO 19650-1:2018]
BLE_APP-DESCRIPTION,Appearance: Description,TEXT,Instance,Materials,CST_PROC,169aa860-ea1c-58b4-951c-9a5056d01c44,Ble App-description [ISO 19650-1:2018]
BLE_APP-IDENTITY-CLASS,Appearance: Identity Class,TEXT,Instance,Materials,CST_PROC,c6bb8c31-a04c-5beb-be66-fe2f681e2038,Ble App-identity-class [ISO 19650-1:2018]
BLE_APP-IMAGE,Appearance: Image,TEXT,Instance,Materials,CST_PROC,eaaf3b80-c7f9-508a-8e4e-2aafba2d2f76,Ble App-image [ISO 19650-1:2018]
BLE_APP-PHYSICAL-ASSET,Appearance: Physical Asset,TEXT,Instance,Materials,CST_PROC,01d12656-3d68-5cf0-9322-3e0bb5c89ae9,Ble App-physical-asset [ISO 19650-1:2018]
BLE_APP-REVIT-BASE-MATERIAL,Appearance: Revit Base Material,TEXT,Instance,Materials,CST_PROC,4f857c55-e2d2-5526-bcfb-febfcf8135a7,Ble App-revit-base-material [ISO 19650-1:2018]
BLE_APP-SHADING_RGB,Appearance: Shading RGB,TEXT,Instance,Materials,CST_PROC,abead5cf-a33a-583e-9cc9-a7cbc321149a,Ble App-shading Rgb [ISO 19650-1:2018]
BLE_APP-SHININESS,Appearance: Shininess,TEXT,Instance,Materials,CST_PROC,a556243a-8e3c-58ce-a26d-66e2442d2d20,Ble App-shininess [ISO 19650-1:2018]
BLE_APP-SMOOTHNESS,Appearance: Smoothness,TEXT,Instance,Materials,CST_PROC,5e59ebeb-b688-5c86-9fb3-4bc1cce11d0a,Ble App-smoothness [ISO 19650-1:2018]
BLE_APP-SURFACE-BG-COLOR,Appearance: Surface Background Color,TEXT,Instance,Materials,CST_PROC,fc99a1b6-b1b1-5e71-93fb-78d20293c6ea,Ble App-surface-bg-color [ISO 19650-1:2018]
BLE_APP-SURFACE-BG-PATTERN,Appearance: Surface Background Pattern,TEXT,Instance,Materials,CST_PROC,0007744c-a411-51ac-8722-314271c17c5a,Ble App-surface-bg-pattern [ISO 19650-1:2018]
BLE_APP-SURFACE-FG-COLOR,Appearance: Surface Foreground Color,TEXT,Instance,Materials,CST_PROC,2b68bc1f-e624-5749-9cdc-c04057f03bed,Ble App-surface-fg-color [ISO 19650-1:2018]
BLE_APP-SURFACE-FG-PATTERN,Appearance: Surface Foreground Pattern,TEXT,Instance,Materials,CST_PROC,a389b775-f56d-5c0f-8863-c1acca491c62,Ble App-surface-fg-pattern [ISO 19650-1:2018]
BLE_APP-SURFACE_PATTERN,Appearance: Surface Pattern,TEXT,Instance,Materials,CST_PROC,ba316859-84b2-5bfa-b93f-a0144d43b482,Ble App-surface Pattern [ISO 19650-1:2018]
BLE_APP-THERMAL-ASSET,Appearance: Thermal Asset,TEXT,Instance,Materials,CST_PROC,d9e521b5-c867-56ad-87d4-7c7e2ab29787,Ble App-thermal-asset [ISO 19650-1:2018]
BLE_APP-TRANSPARENCY,Transparency,TEXT,Instance,Materials,CST_PROC,8bbcde0a-0db9-58b2-8562-30c7567f53dc,Ble App-transparency [ISO 19650-1:2018]
BLE_CEILING_ACCESS_PNLS_INCLUDED_TXT,Ceiling Access Pnls Included,TEXT,Type,"Ceilings, Generic Models",CST_PROC,3655d737-59ed-593e-9bee-1ef10b133134,Ble Ceiling Access Pnls Included Txt [ISO 19650-1:2018]
BLE_CEILING_FINISH_TXT,Ceiling Finish,TEXT,Type,"Ceilings, Generic Models",CST_PROC,7fc24153-41ea-5f24-b53a-31e8d69ce44f,Ble Ceiling Finish Txt [ISO 19650-1:2018]
BLE_CEILING_GRID_SZ_MM,Ceiling Grid Size,LENGTH,Type,"Ceilings, Generic Models",CST_PROC,f639312b-a94a-53de-a653-b97705fd197a,Ble Ceiling Grid Sz Mm [ISO 19650-1:2018]
BLE_CEILING_HEIGHT_MM,Ceiling Height,LENGTH,Type,"Ceilings, Generic Models",CST_PROC,b1eaf7da-66bc-50d7-8261-eba13ac865e6,Ble Ceiling Height Mm [ISO 19650-1:2018]
BLE_CEILING_LIGHT_REFLECTANCE_PCT,Ceiling Light Reflectance,NUMBER,Type,"Ceilings, Generic Models",CST_PROC,711abfdb-7127-56c1-b3f5-7f318171812d,Ble Ceiling Light Reflectance Pct [ISO 19650-1:2018]
BLE_CEILING_MAT_TXT,Ceiling Material,TEXT,Type,"Ceilings, Generic Models",CST_PROC,38f20d97-20e0-5896-a8c5-ac8e20d9beb3,Ble Ceiling Mat Txt [ISO 19650-1:2018]
BLE_CEILING_NOISE_REDCTION_COEFFICIENT_NRC_NR,Ceiling Noise Redction Coefficient Nrc,NUMBER,Type,"Ceilings, Generic Models",CST_PROC,9d7fa63d-6e32-508e-9487-30ed356c33dd,Ble Ceiling Noise Redction Coefficient Nrc Nr [ISO 19650-1:2018]
BLE_CEILING_PLENUM_HEIGHT_MM,Ceiling Plenum Height,LENGTH,Type,"Ceilings, Generic Models",CST_PROC,89086f07-8684-5f07-9d15-dcdd19a6bdfd,Ble Ceiling Plenum Height Mm [ISO 19650-1:2018]
BLE_CEILING_SYSTEM_TXT,Ceiling System,TEXT,Type,"Ceilings, Generic Models",CST_PROC,aa702475-9c87-54f6-9c71-11f91f22f3b0,Ble Ceiling System Txt [ISO 19650-1:2018]
BLE_CEILING_TYPE_CLASSIFICATION_TXT,Ceiling Type Classification,TEXT,Type,"Ceilings, Generic Models",CST_PROC,8ffdf285-c7d0-5751-99d5-049f16349af2,Ble Ceiling Type Classification Txt [ISO 19650-1:2018]
BLE_DOOR_ACOUSTIC_RATING_DB,Acoustic Rating (dB),NUMBER,Type,"Doors, Generic Models",CST_PROC,ef3b906d-a286-590a-8c86-533bfd2268c2,Ble Door Acoustic Rating Db [ISO 19650-1:2018]
BLE_DOOR_CLOSER_REQUIRED_BOOL,Door Closer Required,YESNO,Type,"Doors, Generic Models",CST_PROC,92fa4cba-f817-5ef0-8e5e-e9aeafd3135c,Ble Door Closer Required Bool [ISO 19650-1:2018]
BLE_DOOR_GLAZING_PCT,Glazing %,NUMBER,Type,"Doors, Generic Models",CST_PROC,97c22b5f-f1e0-51af-af99-441981dff085,Ble Door Glazing Pct [ISO 19650-1:2018]
BLE_DOOR_HARDWARE_SPECIFICATION_TXT,Hardware Specification,TEXT,Type,"Doors, Generic Models",CST_PROC,0c1496c9-bbad-5d9d-90ce-1f9b51624a30,Ble Door Hardware Specification Txt [ISO 19650-1:2018]
BLE_DOOR_HEIGHT_MM,Door Height (mm),LENGTH,Type,"Doors, Generic Models",CST_PROC,e4519d6e-f603-593f-8262-bbbe441bba02,Ble Door Height Mm [ISO 19650-1:2018]
BLE_DOOR_MAT_TXT,Door Material,TEXT,Type,"Doors, Generic Models",CST_PROC,62b05126-9f63-5527-8dd5-27191a89ec54,Ble Door Mat Txt [ISO 19650-1:2018]
BLE_DOOR_OPERATION_TYPE_SWING_SLIDE_FOLD_ROLL_TXT,Door Operation Type,TEXT,Type,"Doors, Generic Models",CST_PROC,d009f8bc-c109-5d07-bbdd-e7fb0adb18c7,Ble Door Operation Type Swing Slide Fold Roll Txt [ISO 19650-1:2018]
BLE_DOOR_PANIC_HARDWARE_REQUIRED_BOOL,Panic Hardware Required,YESNO,Type,"Doors, Generic Models",CST_PROC,58472693-b752-5262-bc4c-d3f2e8d533ae,Ble Door Panic Hardware Required Bool [ISO 19650-1:2018]
BLE_DOOR_SECURITY_RATING_GRADE_TXT,Security Grade,TEXT,Type,"Doors, Generic Models",CST_PROC,6998b63c-2d55-57ac-a8d7-a28f6d3ad4ed,Ble Door Security Rating Grade Txt [ISO 19650-1:2018]
BLE_DOOR_WIDTH_MM,Door Width (mm),LENGTH,Type,"Doors, Generic Models",CST_PROC,0fc57b7c-5ae3-5ace-a5b2-5ab7a79493a8,Ble Door Width Mm [ISO 19650-1:2018]
BLE_ELES_SPARE_01_TXT,Building Elements - Spare 01,TEXT,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",CST_PROC,9714e469-6bd5-4633-9adb-7d671f1aea41,Spare parameter 1 for BLE_ELES group
BLE_ELES_SPARE_02_TXT,Building Elements - Spare 02,TEXT,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",CST_PROC,a194c84a-2586-40dd-8165-54d90645f0fd,Spare parameter 2 for BLE_ELES group
BLE_ELES_SPARE_03_TXT,Building Elements - Spare 03,TEXT,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",CST_PROC,cd1626ec-c99a-4b6f-ab7c-8c47fab86f11,Spare parameter 3 for BLE_ELES group
BLE_ELE_AREA_SQ_M,Element Area Sq,AREA,Type,Generic Models,CST_PROC,d31ebc0e-6721-5d60-be6b-5bb5e9bb0f3d,Ble Ele Area Sq M [ISO 19650-1:2018]
BLE_FACADE_CLR_TXT,Facade Color,TEXT,Type,"Curtain Panels, Curtain Wall Mullions, Generic Models, Walls",CST_PROC,4ce1ef37-3598-5dff-9e22-04ded38acbce,Ble Facade Clr Txt [ISO 19650-1:2018]
BLE_FACADE_FINISH_TXT,Facade Finish,TEXT,Type,"Curtain Panels, Curtain Wall Mullions, Generic Models, Walls",CST_PROC,a17d63f2-7726-5273-bdea-536423ad8061,Ble Facade Finish Txt [ISO 19650-1:2018]
BLE_FACADE_FIX_SYSTEM_TXT,Facade Fix System,TEXT,Type,"Curtain Panels, Curtain Wall Mullions, Generic Models, Walls",CST_PROC,7cc034cb-8dec-53dc-8b8b-4f6539a6e386,Ble Facade Fix System Txt [ISO 19650-1:2018]
BLE_FACADE_INS_BOOL,Facade Ins,YESNO,Type,"Curtain Panels, Curtain Wall Mullions, Generic Models, Walls",CST_PROC,139c03e1-802a-51ad-b5e5-2d7052c860ae,Ble Facade Ins Bool [ISO 19650-1:2018]
BLE_FACADE_MAT_TXT,Facade Material,TEXT,Type,"Curtain Panels, Curtain Wall Mullions, Generic Models, Walls",CST_PROC,48e4e63b-276c-5eaf-ae1c-512d572b56d6,Ble Facade Mat Txt [ISO 19650-1:2018]
BLE_FACADE_PNL_SZ_TXT,Facade Panel Size,TEXT,Type,"Curtain Panels, Curtain Wall Mullions, Generic Models, Walls",CST_PROC,17284bda-8853-55ad-837e-deb971c539f5,Ble Facade Pnl Sz Txt [ISO 19650-1:2018]
BLE_FACADE_TYPE_TXT,Facade Type,TEXT,Type,"Curtain Panels, Curtain Wall Mullions, Generic Models, Walls",CST_PROC,cc7eedd9-5fb7-530d-b71a-2902e0d57827,Ble Facade Type Txt [ISO 19650-1:2018]
BLE_FACADE_VENTILATED_TXT,Facade Ventilated,TEXT,Type,"Curtain Panels, Curtain Wall Mullions, Generic Models, Walls",CST_PROC,e2903b5e-3c83-52f5-be65-38035c5ae234,Ble Facade Ventilated Txt [ISO 19650-1:2018]
BLE_FINISH_ADHESIVE_WEIGHT_KG,Finish Adhesive Weight,NUMBER,Type,"Ceilings, Floors, Generic Models, Walls",CST_PROC,04d8f64c-1464-5e76-a838-73b7d4aefa20,Ble Finish Adhesive Weight Kg [ISO 19650-1:2018]
BLE_FINISH_GROUT_WEIGHT_KG,Finish Grout Weight,NUMBER,Type,"Ceilings, Floors, Generic Models, Walls",CST_PROC,f98d9acc-a848-5b49-8621-e6ed638618ac,Ble Finish Grout Weight Kg [ISO 19650-1:2018]
BLE_FINISH_PAINT_AREA_SQ_M,Finish Paint Area Sq,AREA,Type,"Ceilings, Floors, Generic Models, Walls",CST_PROC,c56be489-ef1a-51b4-a178-4b7b6dd23571,Ble Finish Paint Area Sq M [ISO 19650-1:2018]
BLE_FINISH_PAINT_COATS_NR,Finish Paint Coats,NUMBER,Type,"Ceilings, Floors, Generic Models, Walls",CST_PROC,94ee1fdc-2687-5fbc-9c08-23feda23b5c1,Ble Finish Paint Coats Nr [ISO 19650-1:2018]
BLE_FINISH_PAINT_VOLUME_L,Paint Volume (L),VOLUME,Type,"Ceilings, Floors, Generic Models, Walls",CST_PROC,c87e1dfb-af8d-55d6-9f93-07598b9f4093,Ble Finish Paint Volume L [ISO 19650-1:2018]
BLE_FINISH_PLASTER_AREA_SQ_M,Finish Plaster Area Sq,AREA,Type,"Ceilings, Floors, Generic Models, Walls",CST_PROC,4afc242e-1975-5d43-aa02-41338779d47a,Ble Finish Plaster Area Sq M [ISO 19650-1:2018]
BLE_FINISH_PLASTER_RATIO_NR,Finish Plaster Ratio,NUMBER,Type,"Ceilings, Floors, Generic Models, Walls",CST_PROC,3263ef12-65eb-523c-b707-50b6f8673809,Ble Finish Plaster Ratio Nr [ISO 19650-1:2018]
BLE_FINISH_PLASTER_THICKNESS_MM,Finish Plaster Thickness,LENGTH,Type,"Ceilings, Floors, Generic Models, Walls",CST_PROC,116067f9-c015-5956-b9e6-1c1ab93a0507,Ble Finish Plaster Thickness Mm [ISO 19650-1:2018]
BLE_FINISH_TILE_AREA_SQ_M,Finish Tile Area Sq,AREA,Type,"Ceilings, Floors, Generic Models, Walls",CST_PROC,0d076f1e-8962-50e2-9a46-c950b1087444,Ble Finish Tile Area Sq M [ISO 19650-1:2018]
BLE_FINISH_TILE_QUANTITY_NR,Finish Tile Quantity,NUMBER,Type,"Ceilings, Floors, Generic Models, Walls",CST_PROC,c2802e8b-60cd-58d9-a1b5-6e92d1a61b33,Ble Finish Tile Quantity Nr [ISO 19650-1:2018]
BLE_FINISH_TILE_SZ_TXT,Finish Tile Size,TEXT,Type,"Ceilings, Floors, Generic Models, Walls",CST_PROC,b40d4302-bf83-52e9-8196-d2d33512bca0,Ble Finish Tile Sz Txt [ISO 19650-1:2018]
BLE_FINISH_TYPE_TXT,Finish Type,TEXT,Type,"Ceilings, Floors, Generic Models, Walls",CST_PROC,6a27052a-a488-5eaf-bb20-427b56ae8d28,Ble Finish Type Txt [ISO 19650-1:2018]
BLE_FLR_FINISH_MAT_TXT,Floor Finish Material,TEXT,Type,"Floors, Generic Models",CST_PROC,b3a80a61-ac59-5361-8560-0137487aaec3,Ble Flr Finish Mat Txt [ISO 19650-1:2018]
BLE_FLR_FINISH_THICKNESS_MM,Floor Finish Thickness,LENGTH,Type,"Floors, Generic Models",CST_PROC,50b540f5-e8bb-5fe3-ada8-985d4443b189,Ble Flr Finish Thickness Mm [ISO 19650-1:2018]
BLE_FLR_FINISH_TXT,Floor Finish,TEXT,Type,"Floors, Generic Models",CST_PROC,0d0457b1-3847-5da5-87e9-ac88a720b1c8,Ble Flr Finish Txt [ISO 19650-1:2018]
BLE_FLR_IMPACT_SOUND_INS_DB,Floor Impact Sound Ins,NUMBER,Type,"Floors, Generic Models",CST_PROC,ba022bef-4122-5b20-b6c3-56a639a9a5ec,Ble Flr Impact Sound Ins Db [ISO 19650-1:2018]
BLE_FLR_LD_CAP_KPA,Floor Ld Capacity Kpa,VOLUME,Type,"Floors, Generic Models",CST_PROC,c9176e37-501e-5f2a-b4b4-0b66a37f88b5,Ble Flr Ld Cap Kpa [ISO 19650-1:2018]
BLE_FLR_LVL_NR,Floor Level,NUMBER,Type,"Floors, Generic Models",CST_PROC,d794c645-b8c7-5465-82d3-2cd1a64a061c,Ble Flr Lvl Nr [ISO 19650-1:2018]
BLE_FLR_MOISTURE_BARRIER_REQUIRED_BOOL,Floor Moisture Barrier Required,YESNO,Type,"Floors, Generic Models",CST_PROC,355e3ff6-e5e5-586e-8dfd-5129c51f3f77,Ble Flr Moisture Barrier Required Bool [ISO 19650-1:2018]
BLE_FLR_PERIMETER_DETAIL_TYPE_TXT,Floor Perimeter Detail Type,TEXT,Type,"Floors, Generic Models",CST_PROC,117ee33a-b373-5527-bc26-66b0fb80b6b7,Ble Flr Perimeter Detail Type Txt [ISO 19650-1:2018]
BLE_FLR_RAISED_ACCESS_FLR_TXT,Floor Raised Access Floor,TEXT,Type,"Floors, Generic Models",CST_PROC,7cc3cdf7-5f94-5ef8-9509-47c5fe1922d2,Ble Flr Raised Access Flr Txt [ISO 19650-1:2018]
BLE_FLR_RAISED_FLR_HEIGHT_MM,Floor Raised Floor Height,LENGTH,Type,"Floors, Generic Models",CST_PROC,1396e2c7-8f70-5754-b125-1bddd38b514b,Ble Flr Raised Flr Height Mm [ISO 19650-1:2018]
BLE_FLR_SLIP_RESISTANCE_RATING_NR,Floor Slip Resistance Rating,NUMBER,Type,"Floors, Generic Models",CST_PROC,8587af48-41e4-551b-b127-47fbfba712da,Ble Flr Slip Resistance Rating Nr [ISO 19650-1:2018]
BLE_FLR_STRUCTURAL_SYSTEM_TXT,Floor Structural System,TEXT,Type,"Floors, Generic Models",CST_PROC,6fd7e2d6-1471-58dd-9226-6424a5ca3072,Ble Flr Structural System Txt [ISO 19650-1:2018]
BLE_FLR_THICKNESS_MM,Floor Thickness,LENGTH,Type,"Floors, Generic Models",CST_PROC,4e849c26-5bfe-5ca2-bb5a-aa39e03e31bb,Ble Flr Thickness Mm [ISO 19650-1:2018]
BLE_FLR_TYPE_CLASSIFICATION_TXT,Floor Type Classification,TEXT,Type,"Floors, Generic Models",CST_PROC,163aec51-823d-59e4-86b0-3e2e35d90aac,Ble Flr Type Classification Txt [ISO 19650-1:2018]
BLE_FLR_UNDERFLR_HEATING_SYSTEM_TXT,Floor Underflr Heating System,TEXT,Type,"Floors, Generic Models",CST_PROC,48669ab0-15cd-551e-9acd-0ff5645e8522,Ble Flr Underflr Heating System Txt [ISO 19650-1:2018]
BLE_LOAD_BEARING_ELE_BOOL,Load Bearing Element,YESNO,Type,Generic Models,CST_PROC,c030212c-74eb-5f11-9bf2-7fa34fac598f,Ble Load Bearing Ele Bool [ISO 19650-1:2018]
BLE_MAT_APPLICATION_TXT,Material Application,TEXT,Instance,Materials,CST_PROC,737c5d63-4578-521b-a5b9-499f7c1969e3,Ble Mat Application Txt [ISO 19650-1:2018]
BLE_MAT_CATEGORY_TXT,Material Category,TEXT,Instance,Materials,CST_PROC,baa96504-505d-5c7e-976a-ce8fb8f5f93d,Ble Mat Category Txt [ISO 19650-1:2018]
BLE_MAT_DISCIPLINE_TXT,Material Discipline,TEXT,Instance,Materials,CST_PROC,eb40b4b0-bf5f-568d-bc4c-fb1dfbab0895,Ble Mat Discipline Txt [ISO 19650-1:2018]
BLE_MAT_DURABILITY_TXT,Material Durability,TEXT,Instance,Materials,CST_PROC,90064f6f-3cfe-5f5e-b63d-f20f13a063b4,Ble Mat Durability Txt [ISO 19650-1:2018]
BLE_MAT_ELEM_TYPE_TXT,Material Elem Type,TEXT,Instance,Materials,CST_PROC,8a5f9873-ef38-5947-94ee-b1d0620869e9,Ble Mat Elem Type Txt [ISO 19650-1:2018]
BLE_MAT_ID_TXT,Material ID,TEXT,Instance,Materials,CST_PROC,522b2f82-71be-5fc9-9e9a-ea5e61f7967b,Ble Mat Id Txt [ISO 19650-1:2018]
BLE_MAT_L1_FUNC_TXT,Material L1 Function,TEXT,Instance,Materials,CST_PROC,fefeffc2-c93e-5394-ac38-7fa32ecf1d45,Ble Mat L1 Func Txt [ISO 19650-1:2018]
BLE_MAT_L1_MAT_TXT,Material L1 Material,TEXT,Instance,Materials,CST_PROC,466e2578-05f3-5352-9e27-a95a37760ec5,Ble Mat L1 Mat Txt [ISO 19650-1:2018]
BLE_MAT_L1_THK_MM,Material L1 Thickness,LENGTH,Instance,Materials,CST_PROC,c687911b-13b2-54c6-be89-3db4e44282ff,Ble Mat L1 Thk Mm [ISO 19650-1:2018]
BLE_MAT_L2_FUNC_TXT,Material L2 Function,TEXT,Instance,Materials,CST_PROC,d3677a5b-1ddf-54ef-ad6d-b081034e22e8,Ble Mat L2 Func Txt [ISO 19650-1:2018]
BLE_MAT_L2_MAT_TXT,Material L2 Material,TEXT,Instance,Materials,CST_PROC,d21ebc01-7611-5d01-a48b-5a3cd0518a66,Ble Mat L2 Mat Txt [ISO 19650-1:2018]
BLE_MAT_L2_THK_MM,Material L2 Thickness,LENGTH,Instance,Materials,CST_PROC,61ec2504-76fe-5eb2-a642-0e0674c16a24,Ble Mat L2 Thk Mm [ISO 19650-1:2018]
BLE_MAT_LAYER_CNT_INT,Material Layer Count,INTEGER,Instance,Materials,CST_PROC,ea0938f2-dc68-5ead-85e0-9e66efe124ac,Ble Mat Layer Cnt Int [ISO 19650-1:2018]
BLE_MAT_MANUFACTURER_TXT,Material Manufacturer,TEXT,Instance,Materials,CST_PROC,4558d620-d027-570c-8aa9-d098e11fdba5,Ble Mat Manufacturer Txt [ISO 19650-1:2018]
BLE_MAT_NAME_TXT,Material Name,TEXT,Instance,Materials,CST_PROC,8862acc4-ec12-5df8-a933-791a7cc3967b,Ble Mat Name Txt [ISO 19650-1:2018]
BLE_MAT_SPEC_TXT,Material Specification,TEXT,Instance,Materials,CST_PROC,a8eabb26-7fad-5069-9a75-0b7e0e7f4d92,Ble Mat Spec Txt [ISO 19650-1:2018]
BLE_MAT_STANDARD_TXT,Material Standard,TEXT,Instance,Materials,CST_PROC,b9776508-6879-594b-9666-352fb81a733a,Ble Mat Standard Txt [ISO 19650-1:2018]
BLE_MAT_TEXTURE_URL,Material Texture Url,URL,Instance,Materials,CST_PROC,dda46a75-078f-5701-bb0e-67fb11002872,Ble Mat Texture Url [ISO 19650-1:2018]
BLE_MAT_THICK_MM,Material Thick,LENGTH,Instance,Materials,CST_PROC,1ffbcbbf-bbda-5e3b-ab4f-48c1a3df5fe2,Ble Mat Thick Mm [ISO 19650-1:2018]
BLE_RAMP_HANDRAIL_BOTH_SIDES_TXT,Ramp Handrail Both Sides,TEXT,Type,"Generic Models, Ramps",CST_PROC,7f7db474-e09f-54de-8dd2-a29cb74a4463,Ble Ramp Handrail Both Sides Txt [ISO 19650-1:2018]
