param,group,source,categories,desc
ELC_ATS_TIME_S_NR,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Required Automatic Transfer Switch time (s) -- NFPA 99 <=10 s for LS/CR
ELC_BUSBAR_CSA_MM2,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Busbar trunking conductor cross-sectional area in mm2 [BS EN 60439-1 / STING Phase 179]
ELC_BUSBAR_FILL_PCT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Busbar trunking duct fill percentage [STING Phase 179]
ELC_BUSBAR_RATING_A,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Busbar trunking continuous current rating in amperes [BS EN 60439-1 / STING Phase 179]
ELC_CABLE_CSA_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Cable conductor cross-section for SLD annotation [Electrical SLD]
ELC_CBL_AMPACITY_A,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Cbl Ampacity A [ISO 19650-1:2018]
ELC_CBL_COND_SZ_SQ_MM,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Cbl Cond Sz Sq Mm [ISO 19650-1:2018]
ELC_CBL_DERATING_FCT_NR,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Cbl Derating Fct Nr [ISO 19650-1:2018]
ELC_CBL_DESTINATION_TO_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Cbl Destination To Txt [ISO 19650-1:2018]
ELC_CBL_DEST_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Cbl Dest [ISO 19650-1:2018]
ELC_CBL_FEEDER_SZ_MM2,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Feeder cable cross-section area in mm2 [ISO 19650-1:2018]
ELC_CBL_INSTALL_METHOD_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Cbl Install Method Txt [ISO 19650-1:2018]
ELC_CBL_INS_TYPE_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Cbl Ins Type Txt [ISO 19650-1:2018]
ELC_CBL_LENGTH_M,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Cbl Length M [ISO 19650-1:2018]
ELC_CBL_NR_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Cbl Nr Txt [ISO 19650-1:2018]
ELC_CBL_NUM_CABLES_NR,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Cbl Num Cables [ISO 19650]
ELC_CBL_NUM_OF_CORES_NR,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Cbl Num Of Cores Nr [ISO 19650-1:2018]
ELC_CBL_SOURCE_FROM_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Cbl Source From Txt [ISO 19650-1:2018]
ELC_CBL_SOURCE_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Cbl Source [ISO 19650-1:2018]
ELC_CBL_SZ_MM,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Cbl Sz Mm [ISO 19650-1:2018]
ELC_CBL_SZ_PER_CORE_MM,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Cbl Sz Per Core Mm [ISO 19650-1:2018]
ELC_CBL_TYPE_TXT,5,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Electrical cable type [ISO 19650-2:2018]
ELC_CBT_FAB_TYPE_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Cable tray fabrication type
ELC_CBT_SHOP_DRAWING_REQ_BOOL,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Cable tray shop drawing required
ELC_CBT_SUPPORT_SPACING_MM,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Cable tray support spacing
ELC_CDT_BEND_ANGLE_DEG,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Conduit bend angle in degrees: 11.25/22.5/30/45/60/90/120 [BS 7671:2018+A2:2022 _522.8]
ELC_CDT_BEND_COUNT_NR,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Number of bends in this conduit run (BS 7671 _522.8.5 limits to 3 between draw-in points)
ELC_CDT_BEND_RADIUS_MM,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Conduit bend radius
ELC_CDT_BREAKPOINT_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Reference stamped on a conduit by JunctionBoxAutoPlacer when the run hits a BS 7671 _522.8.5 break-point. Format: JB:<id>@<reason> when a box was placed; NEEDED:<reason>@<xyz> when the seed family wasn't loaded.
ELC_CDT_CABLE_COUNT_NR,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,"Number of cables drawn in this conduit (BS EN 61386 fill: 1=53%/43%, 2=31%/20%, 3+=40%/35%)"
ELC_CDT_CBL_FILL_PCT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Cable fill percentage of conduit cross-section (design value) [ISO 19650-1:2018]
ELC_CDT_FAB_METHOD_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Conduit fabrication method
ELC_CDT_FILL_RATIO,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Conduit fill ratio
ELC_CDT_INSTALL_METHOD_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Conduit install method: SURF-MTD/CONC-EMB/TRAY/BRAC/IN-FLOOR [ISO 19650-1:2018]
ELC_CDT_MAT_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Conduit material: GS-GALV/UPVC/SS316/AL-FLEX/EMT [ISO 19650-1:2018]
ELC_CDT_PENETRATION_COUNT_NR,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Number of fire-rated barriers (floors / walls) this conduit crosses. Stamped by SlabPenetrationDetector each time a crossing is recorded. Drives the FRP penetration register schedule and JBAutoPlacer's avoid-collision logic (Wave J3).
ELC_CDT_RUN_LENGTH_M,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Conduit run length in metres (BS 7671 max ~6m between draw-in points)
ELC_CDT_SOFFIT_OFFSET_MM,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Cdt Soffit Offset Mm [STING]
ELC_CDT_STALE_ANNOT_BOOL,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Conduit wire annotation is stale and needs refresh [Electrical]
ELC_CDT_SUPPORT_SPACING_MM,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Conduit support spacing
ELC_CDT_SZ_MM,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Conduit trade size in mm: 20/25/32/40/50/63 [ISO 19650-1:2018]
ELC_CDT_TAG,4,tag-container,<ALL>,Electrical conduit tag container [ISO 19650-2:2018]
ELC_CDT_TAG_01_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,"Conduit spec tag: size, material, install method [ISO 19650-1:2018]"
ELC_CDT_TAG_02_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Conduit fill + cable ref + installation detail tag [ISO 19650-1:2018]
ELC_CIRCUIT_GROUP_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Logical circuit group key (kitchen / emergency-lighting / fire-alarm / comms-room) -- circuits with the same value tend to land on the same panel. Resolved by STING_ELECTRICAL_ASSIGNMENT.json or stamped manually.
ELC_CIRCUIT_LABEL_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Free-text display-label override appended to SLD label after circuit ref + rating [STING Phase 175]
ELC_CIRCUIT_NR,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Electrical circuit number
ELC_CIRCUIT_POLES_NR,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Number of poles (1/2/3/4) for circuit breakers and switches -- rendered into SLD labels [STING Phase 175]
ELC_CIRCUIT_RATING_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Circuit / device rating string (e.g. 32A / 100A) -- rendered into SLD labels [STING Phase 175]
ELC_CIRCUIT_REF_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Electrical circuit reference (e.g. L1 / DB1-3) -- rendered into SLD labels by SymbolAnnotationEngine [STING Phase 175]
ELC_CIRCUIT_TRACE_ACTIVE,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Circuit-trace highlight flag (active element marker) [Electrical]
ELC_CIR_BREAKER_RATING_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Protective device rating for SLD annotation [Electrical SLD]
ELC_CIR_DESIGN_CURRENT_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Circuit design current Ib for SLD annotation [Electrical SLD]
ELC_CIR_DESIGN_LOAD_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Circuit connected/design load for SLD annotation [Electrical SLD]
ELC_CIR_DIVERSITY_FACTOR_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Applied diversity factor for SLD annotation [Electrical SLD]
ELC_CIR_FAULT_LEVEL_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Prospective fault level for SLD annotation [Electrical SLD]
ELC_CIR_REF_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Circuit reference / designation for SLD annotation [Electrical SLD]
ELC_CIR_VOLTAGE_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Circuit nominal voltage for SLD annotation [Electrical SLD]
ELC_CIR_ZS_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Earth-fault loop impedance Zs for SLD annotation [Electrical SLD]
ELC_CKT_BRK_RATING_A,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Ckt Brk Rating A [ISO 19650-1:2018]
ELC_CKT_CBL_SZ_MM,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Ckt Cbl Sz Mm [ISO 19650-1:2018]
ELC_CKT_CBL_TYPE_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Ckt Cbl Type Txt [ISO 19650-1:2018]
ELC_CKT_CUR_A,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Ckt Cur A [ISO 19650-1:2018]
ELC_CKT_FINAL_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Ckt Final Txt [ISO 19650-1:2018]
ELC_CKT_IDENTIFICATION_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Ckt Identification Txt [ISO 19650-1:2018]
ELC_CKT_LENGTH_M,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Ckt Length M [ISO 19650-1:2018]
ELC_CKT_NR,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Ckt Nr [ISO 19650-1:2018]
ELC_CKT_PHASE_COUNT_NR,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Ckt Phase Count Nr [ISO 19650-1:2018]
ELC_CKT_PWR_KW,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Ckt Pwr Kw [ISO 19650-1:2018]
ELC_CKT_VLT_V,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Ckt Vlt V [ISO 19650-1:2018]
ELC_CONDUIT_ROUTE_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Auto-routed conduit path identifier (AUTO:<circuit-id>) [STING Phase 179]
ELC_CONN_TYPE_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Electrical connector type (Plug/Terminal/Bus/Lug) [ISO 19650-1:2018]
ELC_CPC_SZ_MM,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Circuit protective conductor size in mm2 per BS 7671
ELC_CTR_DEPTH_MM,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Cable tray depth/return: 50/75/100mm [ISO 19650-1:2018]
ELC_CTR_FILL_PCT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,"Design cable fill percentage, max 40% for future capacity [ISO 19650-1:2018]"
ELC_CTR_HEIGHT_MM,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Ctr Height Mm [ISO 19650]
ELC_CTR_MAT_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Cable tray material: HDG/SS316/AL/GRP/PVC [ISO 19650-1:2018]
ELC_CTR_SZ_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Cable tray size designation [ISO 19650-1:2018]
ELC_CTR_TAG,4,tag-container,<ALL>,Electrical cable tray tag container [ISO 19650-2:2018]
ELC_CTR_TAG_01_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,"Cable tray spec tag: width x depth, material, fill percentage [ISO 19650-1:2018]"
ELC_CTR_WIDTH_MM,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Cable tray width: 100/150/300/450/600/900mm [ISO 19650-1:2018]
ELC_DIV_FCT_NR,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Div Fct Nr [ISO 19650-1:2018]
ELC_EES_BRANCH_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,NFPA 99 Essential Electrical System branch: LIFE-SAF / CRIT / EQP-BR / NORMAL
ELC_EMERG_COVERED_BOOL,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,"Room has emergency lighting coverage (1=true, 0=false) [BS 5266-1 / BS 9999 / STING Phase 178]"
ELC_ENERGY_COST_UGX_PA,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Energy Cost Ugx Pa [ISO 19650-1:2018]
ELC_ENERGY_KWH_PA,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Energy Kwh Pa [ISO 19650-1:2018]
ELC_EQP_TAG,4,tag-container,<ALL>,Electrical equipment tag container [ISO 19650-2:2018]
ELC_EQP_TAG_01_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,"Elec equip power supply tag: voltage, phases, main breaker, fault level [ISO 19650-1:2018]"
ELC_EQP_TAG_02_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,"Elec equip load tag: connected load kW, IP rating, upstream panel [ISO 19650-1:2018]"
ELC_EQUIPMENT_TYPE_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Equipment Type Txt [ISO 19650-1:2018]
ELC_FACTORY_QR_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Electrical factory QR code label reference [ISO 19650-3:2020]
ELC_FAT_CERT_REF_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Factory Acceptance Test certificate reference [IEC 61439-1:2020]
ELC_FEEDER_CSA_MM2,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Calculated / proposed feeder cable cross-sectional area in mm2 (distinct from circuit cable size) [STING Phase 178]
ELC_FEEDER_RATING_A,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Calculated feeder breaker / fuse rating in amperes -- the upstream protective device rating [STING Phase 178]
ELC_FIX_TAG_1_TXT,4,tag-container,<ALL>,Elc fix tag 1
ELC_FIX_TAG_2_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc fix tag 2
ELC_GEN_RUN_HRS_TGT_NR,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Required generator runtime (h) at full load [NFPA 110]
ELC_GEN_TEST_LOG_REF_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Generator test log document reference [H-27 / NFPA 110]
ELC_IPS_BOOL,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Powered from Isolated Power System (NEC 517)
ELC_IP_RATING_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Ip Rating Txt [ISO 19650-1:2018]
ELC_IT_CARDIAC_BOOL,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Cardiac-protected outlet (IT-network NEC 517.19)
ELC_JB_AUTO_PLACED_BOOL,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,True (1) when the box was auto-placed by JunctionBoxAutoPlacer at a bend-count or run-length break-point. False (0) for manually-placed boxes.
ELC_JB_REASON_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Reason auto-placer put the box here: BENDS_EXCESS / RUN_TOO_LONG / FILL_OVER / WALL_PENETRATION / MANUAL. Surfaced in the Penetration / Pull-Box register schedule.
ELC_JB_SIZE_MM,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Trade-size of the junction box in W x D x H millimetres. Default 100x100x60.
ELC_JB_TYPE_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Junction box type: PULL_BOX / DRAW_IN_BOX / ADAPTABLE_BOX / TEE_BOX. Drives type-variant selection for the JB seed.
ELC_JB_UPSTREAM_REF_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Jb Upstream Ref Txt [STING]
ELC_LIGHTING_GRID_SPC_MM,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Lighting Grid Spc Mm [STING]
ELC_LIGHTING_ROOM_TYPE,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Lighting Room Type [STING]
ELC_LIGHTING_TARGET_LUX_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Lighting Target Lux Txt [STING]
ELC_LPD_LIMIT_W_PER_M2,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Standard LPD limit for the room type in W/m2 [ASHRAE 90.1 / Part L 2021 / CIBSE LG7 / STING Phase 178]
ELC_LPD_STATUS_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,LPD compliance status (PASS / FAIL / WARNING / UNCHECKED) [STING Phase 178]
ELC_LPD_W_PER_M2,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Calculated lighting power density of the room in W/m2 [ASHRAE 90.1 / Part L 2021 / CIBSE LG7 / STING Phase 178]
ELC_LPS_AIRTERM_TAG_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,"LPS air-terminal / finial tag -- full ISO 19650 tag for rod, mesh node, or strike termination [BS EN 62305-3 _5.2]"
ELC_LPS_AIR_TERMINAL_COUNT_NR,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Count of air terminals / lightning rods on the protected zone
ELC_LPS_BOND_TAG_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,LPS equipotential bonding tag -- full tag for bonding conductor or bonding bar [BS EN 62305-3 _6.2]
ELC_LPS_BOND_TYPE_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Equipotential bonding type (DIRECT / SPD / ISOLATING_SPARK_GAP)
ELC_LPS_CERT_REF_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Certificate reference for the LPS inspection / commissioning
ELC_LPS_CLASS_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,LPS class per BS EN 62305 (I / II / III / IV)
